Start date,End date,Germany/Luxembourg [Eur/MWh],Forecasted prices [Eur/MWh]
25/04/2024 00:30,25/04/2024 00:45,81.3,82.9
25/04/2024 00:45,25/04/2024 01:00,65.1,59.2
25/04/2024 01:00,25/04/2024 01:15,78.4,81.5
25/04/2024 01:15,25/04/2024 01:30,82.9,90.4
25/04/2024 01:30,25/04/2024 01:45,81.2,73.9
25/04/2024 01:45,25/04/2024 02:00,72.0,77.7
25/04/2024 02:00,25/04/2024 02:15,74.4,69.2
25/04/2024 02:15,25/04/2024 02:30,77.9,76.4
25/04/2024 02:30,25/04/2024 02:45,81.0,69.6
25/04/2024 02:45,25/04/2024 03:00,78.0,73.3
25/04/2024 03:00,25/04/2024 03:15,67.0,74.4
25/04/2024 03:15,25/04/2024 03:30,72.0,75.6
25/04/2024 03:30,25/04/2024 03:45,86.9,98.2
25/04/2024 03:45,25/04/2024 04:00,90.1,77.5
25/04/2024 04:00,25/04/2024 04:15,55.0,52.3
25/04/2024 04:15,25/04/2024 04:30,69.9,69.9
25/04/2024 04:30,25/04/2024 04:45,87.6,80.6
25/04/2024 04:45,25/04/2024 05:00,127.3,126.0
25/04/2024 05:00,25/04/2024 05:15,84.1,94.2
25/04/2024 05:15,25/04/2024 05:30,97.9,103.8
25/04/2024 05:30,25/04/2024 05:45,110.6,96.2
25/04/2024 05:45,25/04/2024 06:00,132.0,142.5
25/04/2024 06:00,25/04/2024 06:15,137.1,131.6
25/04/2024 06:15,25/04/2024 06:30,139.9,146.9
25/04/2024 06:30,25/04/2024 06:45,134.3,131.6
25/04/2024 06:45,25/04/2024 07:00,115.9,107.8
25/04/2024 07:00,25/04/2024 07:15,151.0,154.0
25/04/2024 07:15,25/04/2024 07:30,128.9,141.8
25/04/2024 07:30,25/04/2024 07:45,114.0,101.4
25/04/2024 07:45,25/04/2024 08:00,90.1,91.0
25/04/2024 08:00,25/04/2024 08:15,107.9,116.5
25/04/2024 08:15,25/04/2024 08:30,98.9,94.0
25/04/2024 08:30,25/04/2024 08:45,90.9,78.2
25/04/2024 08:45,25/04/2024 09:00,72.6,71.9
25/04/2024 09:00,25/04/2024 09:15,104.3,99.1
25/04/2024 09:15,25/04/2024 09:30,88.2,90.0
25/04/2024 09:30,25/04/2024 09:45,79.4,74.6
25/04/2024 09:45,25/04/2024 10:00,65.2,72.4
25/04/2024 10:00,25/04/2024 10:15,92.7,90.8
25/04/2024 10:15,25/04/2024 10:30,75.7,77.2
25/04/2024 10:30,25/04/2024 10:45,77.3,79.6
25/04/2024 10:45,25/04/2024 11:00,76.3,83.9
25/04/2024 11:00,25/04/2024 11:15,91.6,88.9
25/04/2024 11:15,25/04/2024 11:30,72.0,74.1
25/04/2024 11:30,25/04/2024 11:45,71.3,77.7
25/04/2024 11:45,25/04/2024 12:00,63.2,69.5
25/04/2024 12:00,25/04/2024 12:15,81.3,74.0
25/04/2024 12:15,25/04/2024 12:30,78.4,88.6
25/04/2024 12:30,25/04/2024 12:45,66.7,64.0
25/04/2024 12:45,25/04/2024 13:00,55.1,61.7
25/04/2024 13:00,25/04/2024 13:15,66.1,56.9
25/04/2024 13:15,25/04/2024 13:30,73.2,70.3
25/04/2024 13:30,25/04/2024 13:45,70.0,61.6
25/04/2024 13:45,25/04/2024 14:00,62.6,62.6
25/04/2024 14:00,25/04/2024 14:15,57.6,49.0
25/04/2024 14:15,25/04/2024 14:30,69.0,67.0
25/04/2024 14:30,25/04/2024 14:45,75.7,66.6
25/04/2024 14:45,25/04/2024 15:00,75.3,75.3
25/04/2024 15:00,25/04/2024 15:15,49.6,54.6
25/04/2024 15:15,25/04/2024 15:30,72.0,71.2
25/04/2024 15:30,25/04/2024 15:45,83.9,78.9
25/04/2024 15:45,25/04/2024 16:00,92.6,94.4
25/04/2024 16:00,25/04/2024 16:15,56.8,60.2
25/04/2024 16:15,25/04/2024 16:30,72.6,78.4
25/04/2024 16:30,25/04/2024 16:45,94.4,98.2
25/04/2024 16:45,25/04/2024 17:00,112.2,117.8
25/04/2024 17:00,25/04/2024 17:15,63.5,73.0
25/04/2024 17:15,25/04/2024 17:30,89.9,100.7
25/04/2024 17:30,25/04/2024 17:45,107.9,102.5
25/04/2024 17:45,25/04/2024 18:00,142.2,162.1
25/04/2024 18:00,25/04/2024 18:15,119.9,134.3
25/04/2024 18:15,25/04/2024 18:30,123.6,127.3
25/04/2024 18:30,25/04/2024 18:45,145.0,163.8
25/04/2024 18:45,25/04/2024 19:00,162.0,160.4
25/04/2024 19:00,25/04/2024 19:15,207.5,195.1
25/04/2024 19:15,25/04/2024 19:30,144.9,137.7
25/04/2024 19:30,25/04/2024 19:45,137.1,130.2
25/04/2024 19:45,25/04/2024 20:00,129.1,123.9
25/04/2024 20:00,25/04/2024 20:15,154.9,168.9
25/04/2024 20:15,25/04/2024 20:30,114.0,127.7
25/04/2024 20:30,25/04/2024 20:45,107.9,123.0
25/04/2024 20:45,25/04/2024 21:00,89.7,95.1
25/04/2024 21:00,25/04/2024 21:15,142.4,128.2
25/04/2024 21:15,25/04/2024 21:30,101.9,103.0
25/04/2024 21:30,25/04/2024 21:45,90.2,89.3
25/04/2024 21:45,25/04/2024 22:00,73.1,63.6
25/04/2024 22:00,25/04/2024 22:15,104.5,106.6
25/04/2024 22:15,25/04/2024 22:30,85.2,79.2
25/04/2024 22:30,25/04/2024 22:45,76.0,85.1
25/04/2024 22:45,25/04/2024 23:00,68.2,62.1
25/04/2024 23:00,25/04/2024 23:15,101.7,91.5
25/04/2024 23:15,25/04/2024 23:30,82.3,92.1
25/04/2024 23:30,25/04/2024 23:45,72.9,76.6
25/04/2024 23:45,26/04/2024 00:00,72.2,66.4
26/04/2024 00:00,26/04/2024 00:15,81.2,76.3
26/04/2024 00:15,26/04/2024 00:30,81.0,91.5
26/04/2024 00:30,26/04/2024 00:45,80.0,92.0
26/04/2024 00:45,26/04/2024 01:00,72.4,71.7
26/04/2024 01:00,26/04/2024 01:15,79.4,70.7
26/04/2024 01:15,26/04/2024 01:30,79.4,89.7
26/04/2024 01:30,26/04/2024 01:45,76.9,76.9
26/04/2024 01:45,26/04/2024 02:00,67.9,78.1
26/04/2024 02:00,26/04/2024 02:15,77.0,70.8
26/04/2024 02:15,26/04/2024 02:30,77.0,82.4
26/04/2024 02:30,26/04/2024 02:45,77.2,71.1
26/04/2024 02:45,26/04/2024 03:00,72.8,74.3
26/04/2024 03:00,26/04/2024 03:15,72.9,83.9
26/04/2024 03:15,26/04/2024 03:30,75.0,75.7
26/04/2024 03:30,26/04/2024 03:45,76.4,86.3
26/04/2024 03:45,26/04/2024 04:00,85.1,74.9
26/04/2024 04:00,26/04/2024 04:15,50.1,47.6
26/04/2024 04:15,26/04/2024 04:30,66.0,64.0
26/04/2024 04:30,26/04/2024 04:45,88.9,96.0
26/04/2024 04:45,26/04/2024 05:00,125.0,143.7
26/04/2024 05:00,26/04/2024 05:15,78.8,75.7
26/04/2024 05:15,26/04/2024 05:30,96.8,98.8
26/04/2024 05:30,26/04/2024 05:45,108.6,97.7
26/04/2024 05:45,26/04/2024 06:00,121.2,137.0
26/04/2024 06:00,26/04/2024 06:15,129.0,127.7
26/04/2024 06:15,26/04/2024 06:30,124.9,108.7
26/04/2024 06:30,26/04/2024 06:45,113.8,127.4
26/04/2024 06:45,26/04/2024 07:00,90.1,90.1
26/04/2024 07:00,26/04/2024 07:15,147.4,160.7
26/04/2024 07:15,26/04/2024 07:30,108.6,108.6
26/04/2024 07:30,26/04/2024 07:45,83.5,77.7
26/04/2024 07:45,26/04/2024 08:00,72.5,78.3
26/04/2024 08:00,26/04/2024 08:15,134.9,151.1
26/04/2024 08:15,26/04/2024 08:30,102.1,99.0
26/04/2024 08:30,26/04/2024 08:45,69.0,63.5
26/04/2024 08:45,26/04/2024 09:00,49.0,43.6
26/04/2024 09:00,26/04/2024 09:15,114.9,111.5
26/04/2024 09:15,26/04/2024 09:30,90.8,90.8
26/04/2024 09:30,26/04/2024 09:45,61.0,67.7
26/04/2024 09:45,26/04/2024 10:00,50.6,58.2
26/04/2024 10:00,26/04/2024 10:15,92.9,97.6
26/04/2024 10:15,26/04/2024 10:30,83.3,78.3
26/04/2024 10:30,26/04/2024 10:45,69.0,65.5
26/04/2024 10:45,26/04/2024 11:00,54.7,55.8
26/04/2024 11:00,26/04/2024 11:15,93.4,107.4
26/04/2024 11:15,26/04/2024 11:30,82.1,81.3
26/04/2024 11:30,26/04/2024 11:45,57.0,65.5
26/04/2024 11:45,26/04/2024 12:00,49.0,46.5
26/04/2024 12:00,26/04/2024 12:15,73.0,78.1
26/04/2024 12:15,26/04/2024 12:30,75.0,64.5
26/04/2024 12:30,26/04/2024 12:45,69.0,76.6
26/04/2024 12:45,26/04/2024 13:00,56.9,59.7
26/04/2024 13:00,26/04/2024 13:15,50.0,44.0
26/04/2024 13:15,26/04/2024 13:30,61.0,52.4
26/04/2024 13:30,26/04/2024 13:45,75.3,65.5
26/04/2024 13:45,26/04/2024 14:00,82.9,80.4
26/04/2024 14:00,26/04/2024 14:15,45.0,45.0
26/04/2024 14:15,26/04/2024 14:30,71.2,76.2
26/04/2024 14:30,26/04/2024 14:45,81.5,84.7
26/04/2024 14:45,26/04/2024 15:00,81.0,85.0
26/04/2024 15:00,26/04/2024 15:15,39.0,35.9
26/04/2024 15:15,26/04/2024 15:30,75.6,69.5
26/04/2024 15:30,26/04/2024 15:45,88.9,85.4
26/04/2024 15:45,26/04/2024 16:00,99.4,99.4
26/04/2024 16:00,26/04/2024 16:15,42.6,43.5
26/04/2024 16:15,26/04/2024 16:30,75.0,76.5
26/04/2024 16:30,26/04/2024 16:45,92.9,79.9
26/04/2024 16:45,26/04/2024 17:00,123.4,130.8
26/04/2024 17:00,26/04/2024 17:15,56.9,51.2
26/04/2024 17:15,26/04/2024 17:30,80.1,78.5
26/04/2024 17:30,26/04/2024 17:45,107.6,102.2
26/04/2024 17:45,26/04/2024 18:00,155.3,174.0
26/04/2024 18:00,26/04/2024 18:15,104.7,90.0
26/04/2024 18:15,26/04/2024 18:30,112.9,106.1
26/04/2024 18:30,26/04/2024 18:45,144.9,163.7
26/04/2024 18:45,26/04/2024 19:00,155.0,178.2
26/04/2024 19:00,26/04/2024 19:15,206.9,221.4
26/04/2024 19:15,26/04/2024 19:30,139.9,139.9
26/04/2024 19:30,26/04/2024 19:45,123.5,112.4
26/04/2024 19:45,26/04/2024 20:00,115.1,126.6
26/04/2024 20:00,26/04/2024 20:15,157.0,144.4
26/04/2024 20:15,26/04/2024 20:30,109.4,98.4
26/04/2024 20:30,26/04/2024 20:45,99.4,102.4
26/04/2024 20:45,26/04/2024 21:00,75.1,69.8
26/04/2024 21:00,26/04/2024 21:15,129.0,136.7
26/04/2024 21:15,26/04/2024 21:30,96.5,99.4
26/04/2024 21:30,26/04/2024 21:45,83.9,72.2
26/04/2024 21:45,26/04/2024 22:00,70.6,63.5
26/04/2024 22:00,26/04/2024 22:15,108.9,115.5
26/04/2024 22:15,26/04/2024 22:30,87.6,84.1
26/04/2024 22:30,26/04/2024 22:45,77.8,69.3
26/04/2024 22:45,26/04/2024 23:00,60.9,54.2
26/04/2024 23:00,26/04/2024 23:15,105.5,100.2
26/04/2024 23:15,26/04/2024 23:30,94.1,82.8
26/04/2024 23:30,26/04/2024 23:45,83.8,89.7
26/04/2024 23:45,27/04/2024 00:00,72.3,71.6
27/04/2024 00:00,27/04/2024 00:15,97.5,112.1
27/04/2024 00:15,27/04/2024 00:30,89.9,80.9
27/04/2024 00:30,27/04/2024 00:45,77.0,75.4
27/04/2024 00:45,27/04/2024 01:00,76.1,80.7
27/04/2024 01:00,27/04/2024 01:15,92.7,104.8
27/04/2024 01:15,27/04/2024 01:30,83.6,90.3
27/04/2024 01:30,27/04/2024 01:45,81.5,81.5
27/04/2024 01:45,27/04/2024 02:00,77.0,72.4
27/04/2024 02:00,27/04/2024 02:15,89.0,77.4
27/04/2024 02:15,27/04/2024 02:30,85.1,91.9
27/04/2024 02:30,27/04/2024 02:45,80.7,84.7
27/04/2024 02:45,27/04/2024 03:00,79.9,86.3
27/04/2024 03:00,27/04/2024 03:15,80.5,85.3
27/04/2024 03:15,27/04/2024 03:30,83.5,84.4
27/04/2024 03:30,27/04/2024 03:45,82.7,80.2
27/04/2024 03:45,27/04/2024 04:00,89.0,88.1
27/04/2024 04:00,27/04/2024 04:15,66.6,61.2
27/04/2024 04:15,27/04/2024 04:30,77.3,70.3
27/04/2024 04:30,27/04/2024 04:45,86.3,89.8
27/04/2024 04:45,27/04/2024 05:00,100.0,114.0
27/04/2024 05:00,27/04/2024 05:15,83.0,92.9
27/04/2024 05:15,27/04/2024 05:30,76.5,79.6
27/04/2024 05:30,27/04/2024 05:45,78.0,85.8
27/04/2024 05:45,27/04/2024 06:00,75.4,67.1
27/04/2024 06:00,27/04/2024 06:15,106.1,110.3
27/04/2024 06:15,27/04/2024 06:30,90.0,95.4
27/04/2024 06:30,27/04/2024 06:45,69.9,67.8
27/04/2024 06:45,27/04/2024 07:00,48.0,47.0
27/04/2024 07:00,27/04/2024 07:15,130.0,118.3
27/04/2024 07:15,27/04/2024 07:30,77.3,73.4
27/04/2024 07:30,27/04/2024 07:45,56.2,56.8
27/04/2024 07:45,27/04/2024 08:00,25.9,28.5
27/04/2024 08:00,27/04/2024 08:15,107.0,95.2
27/04/2024 08:15,27/04/2024 08:30,72.3,67.2
27/04/2024 08:30,27/04/2024 08:45,48.0,48.0
27/04/2024 08:45,27/04/2024 09:00,17.9,20.4
27/04/2024 09:00,27/04/2024 09:15,89.9,97.0
27/04/2024 09:15,27/04/2024 09:30,62.0,62.6
27/04/2024 09:30,27/04/2024 09:45,34.1,33.1
27/04/2024 09:45,27/04/2024 10:00,3.4,3.0
27/04/2024 10:00,27/04/2024 10:15,67.6,60.8
27/04/2024 10:15,27/04/2024 10:30,38.4,36.9
27/04/2024 10:30,27/04/2024 10:45,12.4,12.3
27/04/2024 10:45,27/04/2024 11:00,-15.5,-15.8
27/04/2024 11:00,27/04/2024 11:15,35.7,34.3
27/04/2024 11:15,27/04/2024 11:30,14.0,14.4
27/04/2024 11:30,27/04/2024 11:45,-15.0,-15.0
27/04/2024 11:45,27/04/2024 12:00,-20.0,-17.4
27/04/2024 12:00,27/04/2024 12:15,2.1,2.3
27/04/2024 12:15,27/04/2024 12:30,1.9,2.0
27/04/2024 12:30,27/04/2024 12:45,-5.0,-5.2
27/04/2024 12:45,27/04/2024 13:00,-4.2,-3.7
27/04/2024 13:00,27/04/2024 13:15,-27.4,-30.9
27/04/2024 13:15,27/04/2024 13:30,-10.0,-8.5
27/04/2024 13:30,27/04/2024 13:45,5.1,5.8
27/04/2024 13:45,27/04/2024 14:00,20.0,19.2
27/04/2024 14:00,27/04/2024 14:15,-41.8,-37.2
27/04/2024 14:15,27/04/2024 14:30,-19.9,-21.5
27/04/2024 14:30,27/04/2024 14:45,20.1,22.5
27/04/2024 14:45,27/04/2024 15:00,40.0,46.0
27/04/2024 15:00,27/04/2024 15:15,-24.9,-22.4
27/04/2024 15:15,27/04/2024 15:30,17.0,15.3
27/04/2024 15:30,27/04/2024 15:45,58.4,50.2
27/04/2024 15:45,27/04/2024 16:00,70.1,59.6
27/04/2024 16:00,27/04/2024 16:15,-9.1,-9.6
27/04/2024 16:15,27/04/2024 16:30,48.4,55.7
27/04/2024 16:30,27/04/2024 16:45,79.9,67.9
27/04/2024 16:45,27/04/2024 17:00,118.9,104.6
27/04/2024 17:00,27/04/2024 17:15,6.9,7.6
27/04/2024 17:15,27/04/2024 17:30,68.0,66.6
27/04/2024 17:30,27/04/2024 17:45,92.0,82.8
27/04/2024 17:45,27/04/2024 18:00,152.0,155.0
27/04/2024 18:00,27/04/2024 18:15,70.8,78.6
27/04/2024 18:15,27/04/2024 18:30,88.9,100.5
27/04/2024 18:30,27/04/2024 18:45,110.0,106.7
27/04/2024 18:45,27/04/2024 19:00,134.8,114.6
27/04/2024 19:00,27/04/2024 19:15,140.0,133.0
27/04/2024 19:15,27/04/2024 19:30,98.0,107.8
27/04/2024 19:30,27/04/2024 19:45,75.3,70.1
27/04/2024 19:45,27/04/2024 20:00,65.0,55.3
27/04/2024 20:00,27/04/2024 20:15,125.9,123.4
27/04/2024 20:15,27/04/2024 20:30,93.0,90.2
27/04/2024 20:30,27/04/2024 20:45,77.0,82.3
27/04/2024 20:45,27/04/2024 21:00,53.0,47.7
27/04/2024 21:00,27/04/2024 21:15,114.9,111.5
27/04/2024 21:15,27/04/2024 21:30,83.2,70.7
27/04/2024 21:30,27/04/2024 21:45,63.3,62.0
27/04/2024 21:45,27/04/2024 22:00,44.3,45.6
27/04/2024 22:00,27/04/2024 22:15,94.9,84.5
27/04/2024 22:15,27/04/2024 22:30,70.4,78.1
27/04/2024 22:30,27/04/2024 22:45,53.7,56.9
27/04/2024 22:45,27/04/2024 23:00,44.6,45.9
27/04/2024 23:00,27/04/2024 23:15,79.0,81.3
27/04/2024 23:15,27/04/2024 23:30,62.0,66.9
27/04/2024 23:30,27/04/2024 23:45,42.9,46.4
27/04/2024 23:45,28/04/2024 00:00,33.9,39.0
28/04/2024 00:00,28/04/2024 00:15,64.1,71.2
28/04/2024 00:15,28/04/2024 00:30,52.0,55.1
28/04/2024 00:30,28/04/2024 00:45,46.0,49.2
28/04/2024 00:45,28/04/2024 01:00,39.5,34.4
28/04/2024 01:00,28/04/2024 01:15,52.8,51.2
28/04/2024 01:15,28/04/2024 01:30,48.9,43.5
28/04/2024 01:30,28/04/2024 01:45,42.9,45.5
28/04/2024 01:45,28/04/2024 02:00,37.0,32.9
28/04/2024 02:00,28/04/2024 02:15,48.4,48.9
28/04/2024 02:15,28/04/2024 02:30,40.0,39.2
28/04/2024 02:30,28/04/2024 02:45,34.0,31.9
28/04/2024 02:45,28/04/2024 03:00,28.0,25.5
28/04/2024 03:00,28/04/2024 03:15,39.9,36.7
28/04/2024 03:15,28/04/2024 03:30,31.0,35.0
28/04/2024 03:30,28/04/2024 03:45,33.9,35.3
28/04/2024 03:45,28/04/2024 04:00,35.2,33.1
28/04/2024 04:00,28/04/2024 04:15,38.1,32.4
28/04/2024 04:15,28/04/2024 04:30,42.5,42.5
28/04/2024 04:30,28/04/2024 04:45,39.2,40.0
28/04/2024 04:45,28/04/2024 05:00,15.1,13.6
28/04/2024 05:00,28/04/2024 05:15,35.1,33.0
28/04/2024 05:15,28/04/2024 05:30,25.1,24.3
28/04/2024 05:30,28/04/2024 05:45,28.0,30.0
28/04/2024 05:45,28/04/2024 06:00,30.5,32.0
28/04/2024 06:00,28/04/2024 06:15,50.1,56.6
28/04/2024 06:15,28/04/2024 06:30,36.9,34.0
28/04/2024 06:30,28/04/2024 06:45,10.4,11.4
28/04/2024 06:45,28/04/2024 07:00,-14.9,-15.1
28/04/2024 07:00,28/04/2024 07:15,40.1,34.9
28/04/2024 07:15,28/04/2024 07:30,15.1,17.2
28/04/2024 07:30,28/04/2024 07:45,-9.9,-9.6
28/04/2024 07:45,28/04/2024 08:00,-25.0,-25.2
28/04/2024 08:00,28/04/2024 08:15,23.0,23.9
28/04/2024 08:15,28/04/2024 08:30,19.0,16.9
28/04/2024 08:30,28/04/2024 08:45,-2.1,-1.8
28/04/2024 08:45,28/04/2024 09:00,-39.9,-37.1
28/04/2024 09:00,28/04/2024 09:15,22.8,21.0
28/04/2024 09:15,28/04/2024 09:30,10.0,10.5
28/04/2024 09:30,28/04/2024 09:45,-11.0,-10.2
28/04/2024 09:45,28/04/2024 10:00,-32.1,-33.7
28/04/2024 10:00,28/04/2024 10:15,16.0,15.0
28/04/2024 10:15,28/04/2024 10:30,-2.0,-2.0
28/04/2024 10:30,28/04/2024 10:45,-20.0,-20.6
28/04/2024 10:45,28/04/2024 11:00,-36.1,-32.5
28/04/2024 11:00,28/04/2024 11:15,7.0,6.0
28/04/2024 11:15,28/04/2024 11:30,-20.0,-20.4
28/04/2024 11:30,28/04/2024 11:45,-35.1,-37.2
28/04/2024 11:45,28/04/2024 12:00,-66.7,-68.7
28/04/2024 12:00,28/04/2024 12:15,-25.3,-28.1
28/04/2024 12:15,28/04/2024 12:30,-54.9,-50.5
28/04/2024 12:30,28/04/2024 12:45,-64.9,-73.3
28/04/2024 12:45,28/04/2024 13:00,-50.0,-44.0
28/04/2024 13:00,28/04/2024 13:15,-69.9,-62.9
28/04/2024 13:15,28/04/2024 13:30,-64.9,-74.6
28/04/2024 13:30,28/04/2024 13:45,-41.6,-39.1
28/04/2024 13:45,28/04/2024 14:00,-23.1,-21.9
28/04/2024 14:00,28/04/2024 14:15,-83.7,-89.5
28/04/2024 14:15,28/04/2024 14:30,-35.1,-39.6
28/04/2024 14:30,28/04/2024 14:45,-23.1,-22.2
28/04/2024 14:45,28/04/2024 15:00,-8.1,-8.5
28/04/2024 15:00,28/04/2024 15:15,-55.1,-61.2
28/04/2024 15:15,28/04/2024 15:30,-20.1,-20.7
28/04/2024 15:30,28/04/2024 15:45,9.9,11.0
28/04/2024 15:45,28/04/2024 16:00,47.3,47.7
28/04/2024 16:00,28/04/2024 16:15,-74.9,-83.9
28/04/2024 16:15,28/04/2024 16:30,-5.1,-5.3
28/04/2024 16:30,28/04/2024 16:45,30.1,33.1
28/04/2024 16:45,28/04/2024 17:00,72.9,62.0
28/04/2024 17:00,28/04/2024 17:15,-27.7,-25.2
28/04/2024 17:15,28/04/2024 17:30,30.4,27.4
28/04/2024 17:30,28/04/2024 17:45,64.0,71.0
28/04/2024 17:45,28/04/2024 18:00,120.9,111.2
28/04/2024 18:00,28/04/2024 18:15,14.2,15.6
28/04/2024 18:15,28/04/2024 18:30,49.0,41.7
28/04/2024 18:30,28/04/2024 18:45,78.5,88.7
28/04/2024 18:45,28/04/2024 19:00,114.9,112.6
28/04/2024 19:00,28/04/2024 19:15,97.9,111.6
28/04/2024 19:15,28/04/2024 19:30,87.9,96.7
28/04/2024 19:30,28/04/2024 19:45,76.9,66.1
28/04/2024 19:45,28/04/2024 20:00,83.6,89.4
28/04/2024 20:00,28/04/2024 20:15,94.9,93.0
28/04/2024 20:15,28/04/2024 20:30,84.9,77.3
28/04/2024 20:30,28/04/2024 20:45,70.0,76.3
28/04/2024 20:45,28/04/2024 21:00,67.8,63.7
28/04/2024 21:00,28/04/2024 21:15,87.5,100.6
28/04/2024 21:15,28/04/2024 21:30,86.9,90.4
28/04/2024 21:30,28/04/2024 21:45,77.0,73.2
28/04/2024 21:45,28/04/2024 22:00,70.7,64.3
28/04/2024 22:00,28/04/2024 22:15,88.0,85.3
28/04/2024 22:15,28/04/2024 22:30,79.5,68.4
28/04/2024 22:30,28/04/2024 22:45,68.6,75.5
28/04/2024 22:45,28/04/2024 23:00,57.8,64.7
28/04/2024 23:00,28/04/2024 23:15,86.2,75.0
28/04/2024 23:15,28/04/2024 23:30,73.0,62.8
28/04/2024 23:30,28/04/2024 23:45,58.0,66.7
28/04/2024 23:45,29/04/2024 00:00,56.1,58.4
29/04/2024 00:00,29/04/2024 00:15,75.9,78.2
29/04/2024 00:15,29/04/2024 00:30,67.0,62.3
29/04/2024 00:30,29/04/2024 00:45,65.7,63.1
29/04/2024 00:45,29/04/2024 01:00,60.9,64.0
29/04/2024 01:00,29/04/2024 01:15,69.8,65.6
29/04/2024 01:15,29/04/2024 01:30,62.3,61.7
29/04/2024 01:30,29/04/2024 01:45,66.8,66.8
29/04/2024 01:45,29/04/2024 02:00,69.6,75.2
29/04/2024 02:00,29/04/2024 02:15,66.9,72.9
29/04/2024 02:15,29/04/2024 02:30,64.0,62.1
29/04/2024 02:30,29/04/2024 02:45,70.0,67.2
29/04/2024 02:45,29/04/2024 03:00,73.9,76.8
29/04/2024 03:00,29/04/2024 03:15,52.0,59.3
29/04/2024 03:15,29/04/2024 03:30,60.9,66.4
29/04/2024 03:30,29/04/2024 03:45,78.9,82.9
29/04/2024 03:45,29/04/2024 04:00,95.3,96.2
29/04/2024 04:00,29/04/2024 04:15,32.2,27.4
29/04/2024 04:15,29/04/2024 04:30,58.9,54.2
29/04/2024 04:30,29/04/2024 04:45,96.1,85.5
29/04/2024 04:45,29/04/2024 05:00,149.9,137.9
29/04/2024 05:00,29/04/2024 05:15,66.9,73.6
29/04/2024 05:15,29/04/2024 05:30,93.9,98.6
29/04/2024 05:30,29/04/2024 05:45,118.0,134.5
29/04/2024 05:45,29/04/2024 06:00,147.3,147.3
29/04/2024 06:00,29/04/2024 06:15,138.9,151.4
29/04/2024 06:15,29/04/2024 06:30,134.9,128.2
29/04/2024 06:30,29/04/2024 06:45,121.0,108.9
29/04/2024 06:45,29/04/2024 07:00,115.1,97.8
29/04/2024 07:00,29/04/2024 07:15,155.0,167.4
29/04/2024 07:15,29/04/2024 07:30,112.0,128.8
29/04/2024 07:30,29/04/2024 07:45,93.7,103.0
29/04/2024 07:45,29/04/2024 08:00,60.9,65.2
29/04/2024 08:00,29/04/2024 08:15,129.9,126.0
29/04/2024 08:15,29/04/2024 08:30,97.0,110.5
29/04/2024 08:30,29/04/2024 08:45,69.4,66.6
29/04/2024 08:45,29/04/2024 09:00,42.4,42.4
29/04/2024 09:00,29/04/2024 09:15,109.0,104.6
29/04/2024 09:15,29/04/2024 09:30,79.6,83.6
29/04/2024 09:30,29/04/2024 09:45,58.9,50.1
29/04/2024 09:45,29/04/2024 10:00,40.0,37.6
29/04/2024 10:00,29/04/2024 10:15,83.8,88.8
29/04/2024 10:15,29/04/2024 10:30,70.5,69.1
29/04/2024 10:30,29/04/2024 10:45,57.3,50.4
29/04/2024 10:45,29/04/2024 11:00,41.8,39.3
29/04/2024 11:00,29/04/2024 11:15,76.0,67.6
29/04/2024 11:15,29/04/2024 11:30,61.4,60.8
29/04/2024 11:30,29/04/2024 11:45,54.4,50.1
29/04/2024 11:45,29/04/2024 12:00,43.0,48.1
29/04/2024 12:00,29/04/2024 12:15,67.0,58.2
29/04/2024 12:15,29/04/2024 12:30,56.0,57.1
29/04/2024 12:30,29/04/2024 12:45,52.0,54.6
29/04/2024 12:45,29/04/2024 13:00,39.4,41.8
29/04/2024 13:00,29/04/2024 13:15,31.0,30.1
29/04/2024 13:15,29/04/2024 13:30,49.0,44.6
29/04/2024 13:30,29/04/2024 13:45,61.6,65.9
29/04/2024 13:45,29/04/2024 14:00,74.0,78.4
29/04/2024 14:00,29/04/2024 14:15,34.0,35.7
29/04/2024 14:15,29/04/2024 14:30,57.6,53.0
29/04/2024 14:30,29/04/2024 14:45,69.9,76.9
29/04/2024 14:45,29/04/2024 15:00,82.0,77.1
29/04/2024 15:00,29/04/2024 15:15,35.6,36.7
29/04/2024 15:15,29/04/2024 15:30,64.0,59.5
29/04/2024 15:30,29/04/2024 15:45,81.1,72.2
29/04/2024 15:45,29/04/2024 16:00,88.4,92.8
29/04/2024 16:00,29/04/2024 16:15,31.6,31.3
29/04/2024 16:15,29/04/2024 16:30,73.0,64.2
29/04/2024 16:30,29/04/2024 16:45,96.5,106.2
29/04/2024 16:45,29/04/2024 17:00,124.0,115.3
29/04/2024 17:00,29/04/2024 17:15,49.0,52.4
29/04/2024 17:15,29/04/2024 17:30,84.4,76.0
29/04/2024 17:30,29/04/2024 17:45,106.0,115.5
29/04/2024 17:45,29/04/2024 18:00,162.4,139.7
29/04/2024 18:00,29/04/2024 18:15,118.0,102.6
29/04/2024 18:15,29/04/2024 18:30,123.9,117.7
29/04/2024 18:30,29/04/2024 18:45,142.4,156.7
29/04/2024 18:45,29/04/2024 19:00,164.0,150.9
29/04/2024 19:00,29/04/2024 19:15,266.7,274.6
29/04/2024 19:15,29/04/2024 19:30,139.0,125.1
29/04/2024 19:30,29/04/2024 19:45,113.1,127.8
29/04/2024 19:45,29/04/2024 20:00,99.3,109.2
